russian,ingush,definition,source
абстрагироваться,юстарва́ла,,ingush_dictionary_full.txt
самоустраниться,юстарва́ла,,ingush_dictionary_full.txt
самоустранение,юстарва́лар,,ingush_dictionary_full.txt
вытеснить,юстардаккха,,ingush_dictionary_full.txt
уединить,юстарда́ккха,,ingush_dictionary_full.txt
уединение,юстарда́ккхар,,ingush_dictionary_full.txt
вытеснение,юстарда́ккхар,,ingush_dictionary_full.txt
понуд. ф. от юстардаккха (уединить),юстардаккхийта,,ingush_dictionary_full.txt
отойти в сторону,юстарда́ла,,ingush_dictionary_full.txt
уединиться,юстарда́ла,,ingush_dictionary_full.txt
пойти в сторону,юстардаха,,ingush_dictionary_full.txt
понуд. ф. от юстардаха (пойти в сторону),юстардахийта,,ingush_dictionary_full.txt
несколько в стороне,юстаро,,ingush_dictionary_full.txt
отскочить в сторону,юстаръэккха,,ingush_dictionary_full.txt
понуд. ф. от юстаръэккха (отскочить в сторону),юстаръэккхийта,,ingush_dictionary_full.txt
юте (Северная Америка),юте,,ingush_dictionary_full.txt
1) низ; 2) конец; 3) подол,юх,,ingush_dictionary_full.txt
обратно,юха,,ingush_dictionary_full.txt
вновь,юха а,,ingush_dictionary_full.txt
сызнова,юха а,,ingush_dictionary_full.txt
пересчитать,юха дагарде,,ingush_dictionary_full.txt
пересеять,юха дӀаде,,ingush_dictionary_full.txt
перепечатать,юха за́рба то́ха,,ingush_dictionary_full.txt
снова (вновь),юха керда,,ingush_dictionary_full.txt
переварить,юха кхехкаде,,ingush_dictionary_full.txt
вспять,юха тӀехьашкахьа,,ingush_dictionary_full.txt
циклический,юха хула,,ingush_dictionary_full.txt
цикл,юха хулар,,ingush_dictionary_full.txt
переустройство,юха хьадар,,ingush_dictionary_full.txt
назад,юха,,ingush_dictionary_full.txt
заново,юха,,ingush_dictionary_full.txt
снова,юха,,ingush_dictionary_full.txt
повторить,юхаа́ла,,ingush_dictionary_full.txt
повторить (сказать заново),юхаала,,ingush_dictionary_full.txt
перепев,юхаа́лар,,ingush_dictionary_full.txt
повторение,юхаа́лар,,ingush_dictionary_full.txt
переиздать,юхаарахе́ца,,ingush_dictionary_full.txt
переиздание,юхаа́рахе́цар,,ingush_dictionary_full.txt
перемолотить,юхаа́рда,,ingush_dictionary_full.txt
возвращаться,юхааха,,ingush_dictionary_full.txt
перекопать,юхаа́хка,,ingush_dictionary_full.txt
перемолоть,юхаахьа,,ingush_dictionary_full.txt
повторный,юхааьнна,,ingush_dictionary_full.txt
обратный (направленный назад),юхабахьа,,ingush_dictionary_full.txt
обратный,юхабахьа,,ingush_dictionary_full.txt
разубедить,юхава́ккха,,ingush_dictionary_full.txt
сдаться (перед трудностью),юхавала,,ingush_dictionary_full.txt
разубедиться,юхава́ла,,ingush_dictionary_full.txt
отступиться,юхава́ла,,ingush_dictionary_full.txt
поддаться,юхава́ла,,ingush_dictionary_full.txt
ренегат,юха||ваьннар,,ingush_dictionary_full.txt
переформировать,юхавӀашагӀто́ха,,ingush_dictionary_full.txt
собраться снова,юхагулдала,,ingush_dictionary_full.txt
собрать снова,юхагулде́,,ingush_dictionary_full.txt
воротиться,юхада,,ingush_dictionary_full.txt
возвратиться,юхада́,,ingush_dictionary_full.txt
отнять обратно,юхадаккха,,ingush_dictionary_full.txt
отвоевать,юхада́ккха,,ingush_dictionary_full.txt
перекроить,юхада́ккха,,ingush_dictionary_full.txt
понуд. ф. от юхадаккха (отвоевать),юхадаккхийта,,ingush_dictionary_full.txt
возвратить,юхадала,,ingush_dictionary_full.txt
вернуть (возватить,юхадала,,ingush_dictionary_full.txt
капитулировать,юхада́ла,,ingush_dictionary_full.txt
вернуть,юхадала,,ingush_dictionary_full.txt
капитуляция,юхада́лар,,ingush_dictionary_full.txt
возврат,юхадалар,,ingush_dictionary_full.txt
возвращение,юхадалар,,ingush_dictionary_full.txt
уступительная частица,юхадалара,,ingush_dictionary_full.txt
переделка,юхадар,,ingush_dictionary_full.txt
перестройка,юхадар,,ingush_dictionary_full.txt
рецидив,юхадар,,ingush_dictionary_full.txt
развязать снова,юхада́ста,,ingush_dictionary_full.txt
отхлынуть,юхадаха,,ingush_dictionary_full.txt
понуд. ф. от юхадаха (вернуться),юхадахийта,,ingush_dictionary_full.txt
переделать,юхаде́,,ingush_dictionary_full.txt
переработать (заново),юхаде,,ingush_dictionary_full.txt
перестроить,юхаде,,ingush_dictionary_full.txt
невознаградимый,юхаде́кхалургдоаца,,ingush_dictionary_full.txt
разделить заново,юхаде́къа,,ingush_dictionary_full.txt
переделить,юхаде́къа,,ingush_dictionary_full.txt
перераспределить,юхаде́къа,,ingush_dictionary_full.txt
передел,юхаде́къар,,ingush_dictionary_full.txt
перераспределение,юхаде́къар,,ingush_dictionary_full.txt
открыть вновь,юхаде́лла,,ingush_dictionary_full.txt
возвратить (заставить вернуться),юхадерзаде,,ingush_dictionary_full.txt
воротить,юхаде́рзаде,,ingush_dictionary_full.txt
отозвать,юхаде́ха,,ingush_dictionary_full.txt
перечитать,юхаде́ша,,ingush_dictionary_full.txt
перечитать (заново),юхадеша,,ingush_dictionary_full.txt
возрождённые горы (складчато-глыбовые и глыбовые горы,юхадийнденна лоамаш,,ingush_dictionary_full.txt
перемыть,юхадила,,ingush_dictionary_full.txt
понуд. ф. от юхадила (перемыть),юхадилийта,,ingush_dictionary_full.txt
перестлать,юхадилла,,ingush_dictionary_full.txt
перемерить,юхадиста,,ingush_dictionary_full.txt
перестирать,юхадитта,,ingush_dictionary_full.txt
сдача (деньги),юхадоагӀар,,ingush_dictionary_full.txt
вернуть (кого-что,юхадоаладе,,ingush_dictionary_full.txt
развязаться обратно,юхадоастадала,,ingush_dictionary_full.txt
перепродать,юхадоахка,,ingush_dictionary_full.txt
перепродажа,юхадоахкар,,ingush_dictionary_full.txt
возобновиться,юхадоладала,,ingush_dictionary_full.txt
возобновление,юхадоладалар,,ingush_dictionary_full.txt
возобновить,юхадо́ладе,,ingush_dictionary_full.txt
накачать снова,юхадувса,,ingush_dictionary_full.txt
понуд. ф. от юхадувса (накачать снова),юхадувсийта,,ingush_dictionary_full.txt
пересказать,юхадувца,,ingush_dictionary_full.txt
пересказ,юхадувцар,,ingush_dictionary_full.txt
перезарядить,юхайиза,,ingush_dictionary_full.txt
отозваться,юхайистхила,,ingush_dictionary_full.txt
переподготовиться,юхакийчдала,,ingush_dictionary_full.txt
переподготовка,юхакийчдар,,ingush_dictionary_full.txt
переподготовить,юхакийчде,,ingush_dictionary_full.txt
переплавить,юхалоаладе,,ingush_dictionary_full.txt
переиграть,юхало́вза,,ingush_dictionary_full.txt
переклеить,юхалотаде́,,ingush_dictionary_full.txt
купаться заново,юхалувча,,ingush_dictionary_full.txt
понуд. ф. от юхалувчаде (купать заново),юхалувчадайта,,ingush_dictionary_full.txt
понуд. ф. от юхалувча (купаться заново),юхалувчийта,,ingush_dictionary_full.txt
одолжить,юхалург дала,,ingush_dictionary_full.txt
одолжение,юхалург далар,,ingush_dictionary_full.txt
занять (в долг),юхалург эца,,ingush_dictionary_full.txt
взаймы,юхалург,,ingush_dictionary_full.txt
выпить заново,юхамала,,ingush_dictionary_full.txt
понуд. ф. от юхамала (выпить заново),юхамалийта,,ingush_dictionary_full.txt
наоборот,юхамаччахьа,,ingush_dictionary_full.txt
восстановиться,юхаметтаотта,,ingush_dictionary_full.txt
возродиться,юхаметтао́тта,,ingush_dictionary_full.txt
воспроизведение,юхаметтао́ттадар,,ingush_dictionary_full.txt
воспроизводство,юхаметтао́ттадар,,ingush_dictionary_full.txt
воссоздание,юхаметтао́ттадар,,ingush_dictionary_full.txt
восстановительный,юхаметтао́ттадара,,ingush_dictionary_full.txt
воспроизвести,юхаметтао́ттаде,,ingush_dictionary_full.txt
воссоздать,юхаметтао́ттаде,,ingush_dictionary_full.txt
возродить,юхаметтао́ттаде,,ingush_dictionary_full.txt
возрождение,юхаметтао́ттар,,ingush_dictionary_full.txt
восстановление,юхаметтао́ттар,,ingush_dictionary_full.txt
разогнуться,юханийсдала,,ingush_dictionary_full.txt
разогнуть,юханийсде,,ingush_dictionary_full.txt
потянуть назад,юхао́за,,ingush_dictionary_full.txt
сдержать,юхао́за,,ingush_dictionary_full.txt
воздержаться,юхао́задала,,ingush_dictionary_full.txt
воздержанный,юхао́заденна,,ingush_dictionary_full.txt
воздерживающийся,юхао́залур,,ingush_dictionary_full.txt
воздержанность,юхао́залуш хилар,,ingush_dictionary_full.txt
воздержание,юхао́зар,,ingush_dictionary_full.txt
вешать обратно,юхао́лла,,ingush_dictionary_full.txt
реставрация,юхао́ттадар,,ingush_dictionary_full.txt
реставрировать,юхао́ттаде,,ingush_dictionary_full.txt
реставрационный,юхао́ттаду,,ingush_dictionary_full.txt
перемолоться,юхаохьадала,,ingush_dictionary_full.txt
осветить снова,юхасага,,ingush_dictionary_full.txt
понуд. ф. от юхасага (осветить снова),юхасагийта,,ingush_dictionary_full.txt
гнуться обратно,юхасатта,,ingush_dictionary_full.txt
понуд. ф. от юхасатта (гнуться обратно),юхасаттийта,,ingush_dictionary_full.txt
кинуть снова,юхатасса,,ingush_dictionary_full.txt
двинуть назад,юхататта,,ingush_dictionary_full.txt
понуд. ф. от юхататта (двинуть назад),юхататтийта,,ingush_dictionary_full.txt
перешить,юхате́га,,ingush_dictionary_full.txt
перештопать,юхате́га,,ingush_dictionary_full.txt
резать снова,юхате́да,,ingush_dictionary_full.txt
возвращать,юхате́ла,,ingush_dictionary_full.txt
отражающая туманность (холодное облако межзвёздного газа и пыли,Юхатела седкъморх,,ingush_dictionary_full.txt
переседлать,юхатилла,,ingush_dictionary_full.txt
кинуть обратно,юхатовса,,ingush_dictionary_full.txt
понуд. ф. от юхатовса (кинуть обратно),юхатовсийта,,ingush_dictionary_full.txt
отбой,юхато́хар,,ingush_dictionary_full.txt
перемотать,юхатӀалиста,,ingush_dictionary_full.txt
переизбрать,юхахаржа,,ingush_dictionary_full.txt
перевыбрать,юхахаржа,,ingush_dictionary_full.txt
пересортировать,юхахаржа,,ingush_dictionary_full.txt
переизбрание,юхахаржар,,ingush_dictionary_full.txt
понуд. ф. от юхахаржа (переизбрать),юхахаржийта,,ingush_dictionary_full.txt
переспросить,юхаха́тта,,ingush_dictionary_full.txt
поскакать обратно,юхахахка,,ingush_dictionary_full.txt
понуд. ф. от юхахахка (поскакать обратно),юхахахкийта,,ingush_dictionary_full.txt
повториться,юхахила,,ingush_dictionary_full.txt
перевыборы,юхахоржамаш,,ingush_dictionary_full.txt
оглянуться,юхахьажа,,ingush_dictionary_full.txt
пересмотреть,юхахьажа,,ingush_dictionary_full.txt
оглядка,юхахьажар,,ingush_dictionary_full.txt
пересмотр,юхахьажар,,ingush_dictionary_full.txt
понуд. ф. от юхахьажа (оглянуться),юхахьажийта,,ingush_dictionary_full.txt
побежать обратно,юхахье́да,,ingush_dictionary_full.txt
озираться,юхахье́жа,,ingush_dictionary_full.txt
перепеленать,юхахьоарчаде,,ingush_dictionary_full.txt
понуд. ф. от юхачовхаде (вспугнуть обратно),юхачовхадайта,,ingush_dictionary_full.txt
закрепить обратно,юхачӀоагӀде,,ingush_dictionary_full.txt
расширить обратно,юхашерде,,ingush_dictionary_full.txt
хромой на обе ноги,юхашха,,ingush_dictionary_full.txt
отскочить назад,юхаэккха,,ingush_dictionary_full.txt
понуд. ф. от юхаэккхаде (отогнать назад),юхаэккхадайта,,ingush_dictionary_full.txt
отогнать назад,юхаэккхаде,,ingush_dictionary_full.txt
понуд. ф. от юхаэккха (отскочить назад),юхаэккхийта,,ingush_dictionary_full.txt
понуд. ф. от юхаязде (переписать),юхаяздайта,,ingush_dictionary_full.txt
переписать (заново),юхаязде,,ingush_dictionary_full.txt
переобучиться,юхаӀама,,ingush_dictionary_full.txt
переучиться,юхаӀомавала,,ingush_dictionary_full.txt
переобучить,юхаӀомаве,,ingush_dictionary_full.txt
переучить,юхаӀомаве,,ingush_dictionary_full.txt
уколоть повторно,юхаӀотта,,ingush_dictionary_full.txt
близ,юхе,,ingush_dictionary_full.txt
проехать (мимо),юхе гӀолла тӀехдала,,ingush_dictionary_full.txt
подселить,юхе даха хоаде,,ingush_dictionary_full.txt
вблизи,юхе,,ingush_dictionary_full.txt
пройти (мимо),юхегӀолла тӀехвала,,ingush_dictionary_full.txt
остальной,юхедиса,,ingush_dictionary_full.txt
остатки,юхедиссараш,,ingush_dictionary_full.txt
огрызок,юхк,,ingush_dictionary_full.txt
пенёк,юхк,,ingush_dictionary_full.txt
наоборот (в обратном порядке),юхтӀехьашкахьа,,ingush_dictionary_full.txt
подле,юххе,,ingush_dictionary_full.txt
у,юххе,,ingush_dictionary_full.txt
наконец (в конце концов,юххера а,,ingush_dictionary_full.txt
вконец,юххе́ра а,,ingush_dictionary_full.txt
наконец,юххе́ра а,,ingush_dictionary_full.txt
в итоге,юххера а,,ingush_dictionary_full.txt
наконец (нареч. и вводное слово),юххера а,,ingush_dictionary_full.txt
сначала (еще раз),юххьеден юха,,ingush_dictionary_full.txt
положительная степень сравнения,юххьера лагӀа,,ingush_dictionary_full.txt
1. лицо (глагола),юхь,,ingush_dictionary_full.txt
1) лицо; 2) облик; 3) начало; 4) почитание,юхь,,ingush_dictionary_full.txt
лик,юхь,,ingush_dictionary_full.txt
физиономия,юхь,,ingush_dictionary_full.txt
опозорить,юхь йоагае́,,ingush_dictionary_full.txt
оскорбить,юхь йоагае,,ingush_dictionary_full.txt
оскорбление,юхь йоагаяр,,ingush_dictionary_full.txt
безличное предложение,юхь йоаца предложени,,ingush_dictionary_full.txt
умывание,юхь-кулг дилар,,ingush_dictionary_full.txt
меняет облик,юхь-сибат эргадоаккха,,ingush_dictionary_full.txt
череп лицевой,юхьа тути,,ingush_dictionary_full.txt
лицевой,юхьа тӀара,,ingush_dictionary_full.txt
лицевой (прил.),юхьа,,ingush_dictionary_full.txt
безличный,юхьаза,,ingush_dictionary_full.txt
вначале,юхьанца,,ingush_dictionary_full.txt
начальный,юхьера,,ingush_dictionary_full.txt
кончик,юхьиг,,ingush_dictionary_full.txt
1) пень; 2) сук; 3) огрызок; 4) отходы любого вида корма,юхьк,,ingush_dictionary_full.txt
личико,юхькодилг,,ingush_dictionary_full.txt
лицемерка,юхькӀоал йола саг,,ingush_dictionary_full.txt
лицемерный,юхькӀоал йола,,ingush_dictionary_full.txt
лицемерить,юхькӀоал ле́лае,,ingush_dictionary_full.txt
позор,юхьӀаржо,,ingush_dictionary_full.txt
скомпрометировать,юхьӀаьржча о́ттаве,,ingush_dictionary_full.txt
компрометировать,юхьӀаьржъе,,ingush_dictionary_full.txt
срам,юхьӀоаржо,,ingush_dictionary_full.txt
срамота,юхьӀоаржо,,ingush_dictionary_full.txt
ючи (Северная Америка),юче,,ingush_dictionary_full.txt
больше или равно,"<r>≥</r> ja nijsa, ja duqax",,ingush_dictionary_full.txt
меньше или равно,"<r>≤</r> ja nijsa, ja khezigax",,ingush_dictionary_full.txt
свирель из тыквы,ябакха зурма,,ingush_dictionary_full.txt
тыквенный,ябакха,,ingush_dictionary_full.txt
Ява,Ява,,ingush_dictionary_full.txt
Яванское море,Явай форд,,ingush_dictionary_full.txt
яванская свинья,явайера хьакха,,ingush_dictionary_full.txt
яо (Африка),яво,,ingush_dictionary_full.txt
яванец,явхо,,ingush_dictionary_full.txt
яванец (Азия),явхо,,ingush_dictionary_full.txt
яванка,явхо,,ingush_dictionary_full.txt
яванский,явхой,,ingush_dictionary_full.txt
украшенная позументами и золотыми вышиваниями шапочка,jægä-kijņ,,ingush_dictionary_full.txt
яган (Южная Америка),ягне,,ingush_dictionary_full.txt
ягнобец,ягӀно,,ingush_dictionary_full.txt
ягнобец (Азия),ягӀно,,ingush_dictionary_full.txt
ягнобка,ягӀно,,ingush_dictionary_full.txt
ягнобский,ягӀной,,ingush_dictionary_full.txt
сгрызть,яжа,,ingush_dictionary_full.txt
грызть,яжа,,ingush_dictionary_full.txt
подписчик,яз||веннар,,ingush_dictionary_full.txt
язгулёмец (Азия),язгулемхо,,ingush_dictionary_full.txt
понуд. ф. от язде (писать),яздайта,,ingush_dictionary_full.txt
написание,яздар,,ingush_dictionary_full.txt
писание,яздар,,ingush_dictionary_full.txt
писание (по глаг. «писать»),яздар,,ingush_dictionary_full.txt
писать,jazdær,,ingush_dictionary_full.txt
почерк,яздара оамал,,ingush_dictionary_full.txt
йоазонца болхбеш бола нах.,яздархо,,ingush_dictionary_full.txt
литератор,яздархо,,ingush_dictionary_full.txt
дописать,яздаь да́ла,,ingush_dictionary_full.txt
письменный,яздаь,,ingush_dictionary_full.txt
записной,яздеш дола,,ingush_dictionary_full.txt
писчий,язду,,ingush_dictionary_full.txt
подписчица,яз||ьеннар,,ingush_dictionary_full.txt
понуд. ф. от яа (кушать,яийта,,ingush_dictionary_full.txt
котёл,jæj,,ingush_dictionary_full.txt
запасная,яйдакхговр,,ingush_dictionary_full.txt
понуд. ф. от яйяла (облегчиться),яйялийта,,ingush_dictionary_full.txt
яки (Северная Америка),яке,,ingush_dictionary_full.txt
ограбить лошадь,jaqqær-govr,,ingush_dictionary_full.txt
якё (Африка),яко,,ingush_dictionary_full.txt
якутская короткокрылка,якутера ткъам-лоаца баскилг,,ingush_dictionary_full.txt
понуд. ф. от якха (сосать),якхийта,,ingush_dictionary_full.txt
Якуб (имя мужское),Jaqhup,,ingush_dictionary_full.txt
верхом на неосёдланной лошади,jalæng,,ingush_dictionary_full.txt
нувр тилланза говр.,я́ланга,,ingush_dictionary_full.txt
сеялка,ялат дув маше́н,,ingush_dictionary_full.txt
посевной,ялат дув,,ingush_dictionary_full.txt
жатва,ялат чуэцар,,ingush_dictionary_full.txt
хлеб (зерно),ялат,,ingush_dictionary_full.txt
долгоносик,ялата чоапилг,,ingush_dictionary_full.txt
посев зерна,ялатдӀаде́р,,ingush_dictionary_full.txt
хлебный (зерновой),ялати,,ingush_dictionary_full.txt
зерновой,ялатий,,ingush_dictionary_full.txt
1) зерновой; 2) хлебный,ялатий,,ingush_dictionary_full.txt
хлебозаготовка,ялаткийчдар,,ingush_dictionary_full.txt
хлебороб,ялаткхе́дер,,ingush_dictionary_full.txt
понуд. ф. от яла 2 (дать),ялийта,,ingush_dictionary_full.txt
находиться (в чём-нибудь),я́лла,,ingush_dictionary_full.txt
рай (религ.),ялсамале,,ingush_dictionary_full.txt
рай,ялсмале,,ingush_dictionary_full.txt
шестёрка,ялх,,ingush_dictionary_full.txt
шестимесячный,ялх бутт бола,,ingush_dictionary_full.txt
шестьсот,ялх бӀаь,,ingush_dictionary_full.txt
шестисотый,ялх бӀоалагӀа,,ingush_dictionary_full.txt
шестиэтажный,ялх гӀат йола,,ingush_dictionary_full.txt
шестидневный,ялх ден,,ingush_dictionary_full.txt
шестинедельный,ялх кӀира бола,,ingush_dictionary_full.txt
шестигранный,ялх оагӀув йола,,ingush_dictionary_full.txt
шестигранник,ялх оагӀув яр,,ingush_dictionary_full.txt
шестиугольный,ялх са бола,,ingush_dictionary_full.txt
шестилетний,ялх шу дола,,ingush_dictionary_full.txt
шеститысячный,ялх эзарлагӀа,,ingush_dictionary_full.txt
шестеро,ялх,,ingush_dictionary_full.txt
шесть,ялх,,ingush_dictionary_full.txt
по шесть,ялх-ялх,,ingush_dictionary_full.txt
шестикратный,ялхазза даь,,ingush_dictionary_full.txt
шестью,ялхазза,,ingush_dictionary_full.txt
шесть раз,ялхазза,,ingush_dictionary_full.txt
вшестеро,ялхазза,,ingush_dictionary_full.txt
в-шестых,ялхазлагӀа дале,,ingush_dictionary_full.txt
шестой раз,ялхазлагӀа,,ingush_dictionary_full.txt
шестнадцатилетие,ялха́йтта шу дизар,,ingush_dictionary_full.txt
шестнадцать,ялхайтта,,ingush_dictionary_full.txt
шестнадцатый,ялхайтталагӀа,,ingush_dictionary_full.txt
шестиэтажка,ялхгӀатъярг,,ingush_dictionary_full.txt
шестой,ялхлагӀа,,ingush_dictionary_full.txt
батрак,ялхо,,ingush_dictionary_full.txt
шестиугольник,ялхсабарг,,ingush_dictionary_full.txt
вшестером,ялххе,,ingush_dictionary_full.txt
Ямайка,Ямайк,,ingush_dictionary_full.txt
ямайский малый козодой,ямайке́ра зӀамига женаткъамбеттарг,,ingush_dictionary_full.txt
ямаец (Северная Америка),ямайхо,,ingush_dictionary_full.txt
хромой на задние ноги (о животном),ямба́ш,,ingush_dictionary_full.txt
хромая лошадь,jæmbaš,,ingush_dictionary_full.txt
Яндиево,Яндакъонгий-Юрт,,ingush_dictionary_full.txt
Яндаре,Яндаре,,ingush_dictionary_full.txt
селение Яндырка,Jandære,,ingush_dictionary_full.txt
Яндар,Яндархий,,ingush_dictionary_full.txt
гречанка,ян||е,,ingush_dictionary_full.txt
яномама (Южная Америка),яномамо,,ingush_dictionary_full.txt
Янцзы,Янцхий,,ingush_dictionary_full.txt
яо (Азия),яо,,ingush_dictionary_full.txt
яп (Австралия и Океания),япе,,ingush_dictionary_full.txt
японец (Азия),японе,,ingush_dictionary_full.txt
японская бычья акула,японера бугӀа аькхал,,ingush_dictionary_full.txt
японский древесный заяц,японера гаьн тӀара пхьагал,,ingush_dictionary_full.txt
японский муравей-древоточец,японера гаьнашъюарг-зунгат,,ingush_dictionary_full.txt
японский журавль,японера гӀа́рагӀура,,ingush_dictionary_full.txt
акация японская или софора японская,японера кӀарцхал,,ingush_dictionary_full.txt
спирея японская,японера ма́гаск,,ingush_dictionary_full.txt
японский сорокопут,японера мазжакъ,,ingush_dictionary_full.txt
японская ковровая или бородатая акула,японера моджаькхал,,ingush_dictionary_full.txt
японская соня,японера тарсал,,ingush_dictionary_full.txt
японская акула-пилонос,японера херх-аькхал,,ingush_dictionary_full.txt
японская летяга,японера цӀестарг,,ingush_dictionary_full.txt
японская мухоловка,японера чолхахьазилг,,ingush_dictionary_full.txt
Япония,Японехье,,ingush_dictionary_full.txt
Японские острова,Японий гӀайренаш,,ingush_dictionary_full.txt
Японское море,Японий форд,,ingush_dictionary_full.txt
японец,японхо,,ingush_dictionary_full.txt
японка,японхо,,ingush_dictionary_full.txt
японский,японхой,,ingush_dictionary_full.txt
по-японски,японхошха,,ingush_dictionary_full.txt
брань,яппар,,ingush_dictionary_full.txt
ругательный,яппарий,,ingush_dictionary_full.txt
вязание,яр,,ingush_dictionary_full.txt
понуд. ф. от ярста (ожиреть),ярстийта,,ingush_dictionary_full.txt
яруро (Южная Америка),яруро,,ingush_dictionary_full.txt
Чингисхана Закон.,Я́са,,ingush_dictionary_full.txt
свернуться (о молоке),ята,,ingush_dictionary_full.txt
сгущение,jætær,,ingush_dictionary_full.txt
понуд. ф. от ята (свернуться),ятийта,,ingush_dictionary_full.txt
ятмул (Австралия и Океания),ятмуле,,ingush_dictionary_full.txt
обжечь (обработать огнем),ятта,,ingush_dictionary_full.txt
обжиг,яттар,,ingush_dictionary_full.txt
яунде (Африка),яунде,,ingush_dictionary_full.txt
прошедшее время,яха ха,,ingush_dictionary_full.txt
плавать (о предмете),яха,,ingush_dictionary_full.txt
невнятный,яхар фуд ца хов,,ingush_dictionary_full.txt
невнятно,яхар фуд ца ховш,,ingush_dictionary_full.txt
жительница,яхархо,,ingush_dictionary_full.txt
выражение значения предпрошедшего действия,яхача хана хиннача,,ingush_dictionary_full.txt
форма прошедшего времени несовершенного вида,яхача ханара чакхдаланза дола дер белгалду форма,,ingush_dictionary_full.txt
форма прошедшего времени совершенного вида,яхача ханара чакхдаьнна дола дер белгалду форма,,ingush_dictionary_full.txt
понуд. ф. от яха 2 (уйти),яхийта,,ingush_dictionary_full.txt
обойма,яхк,,ingush_dictionary_full.txt
расческа,яхк,,ingush_dictionary_full.txt
звездчатка средняя (гулинка),яхкар,,ingush_dictionary_full.txt
соревнование,яхь,,ingush_dictionary_full.txt
соревновательность (в хороших делах),яхь,,ingush_dictionary_full.txt
соревновательность,яхь,,ingush_dictionary_full.txt
достоинство,яхь,,ingush_dictionary_full.txt
не бояться,яхьа,,ingush_dictionary_full.txt
состязательность,яхье бовлар,,ingush_dictionary_full.txt
соревноваться,яхье ва́ла,,ingush_dictionary_full.txt
тягаться,яхьеда́ла,,ingush_dictionary_full.txt
понуд. ф. от яхьа 1 (нести),яхьийта,,ingush_dictionary_full.txt
стать непогоде,jačær,,ingush_dictionary_full.txt
квашеный,яша елла,,ingush_dictionary_full.txt
понуд. ф. от яша 2 (таять),яшийта,,ingush_dictionary_full.txt
котелок,яьинг,,ingush_dictionary_full.txt
1) котёл; 2) кастрюля,яьй,,ingush_dictionary_full.txt
кастрюля,яь||й,,ingush_dictionary_full.txt
скопидомка,яькха саг,,ingush_dictionary_full.txt
скаредничать,яькха хила,,ingush_dictionary_full.txt
скаредный,яькха,,ingush_dictionary_full.txt
обезжириться,яькхде́рза,,ingush_dictionary_full.txt
обезжиривание,яькхде́рзадар,,ingush_dictionary_full.txt
волосистая ногохвостка,яьнна когцӀогдарг,,ingush_dictionary_full.txt
возраст,яьнна ха,,ingush_dictionary_full.txt
мохнатка,яьнна чоапилг,,ingush_dictionary_full.txt
йухаяь,яьрда́ маьже,,ingush_dictionary_full.txt
распространённое предложение,яьржа предложени,,ingush_dictionary_full.txt
развесистый,яьржа,,ingush_dictionary_full.txt
нераспространённое предложение,яьржанза предложени,,ingush_dictionary_full.txt
предсмертная молитва,Jäsi,,ingush_dictionary_full.txt
пустышка,яьсса хӀама,,ingush_dictionary_full.txt
прореха,яьттӀа моттиг,,ingush_dictionary_full.txt
дождливая погода,яьча,,ingush_dictionary_full.txt
задождило,яьчай,,ingush_dictionary_full.txt
ящик,яьшка,,ingush_dictionary_full.txt
богачка,яьӀаьхий саг,,ingush_dictionary_full.txt
затылочно-предплечная часть,яӀа,,ingush_dictionary_full.txt
1) обрезка дерева; 2) кастрирование,яӀар,,ingush_dictionary_full.txt
зима,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
1) зима; 2) пари,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
нагноиться,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
собраться (скопиться),Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
ты (тобой,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
перезимовать,Ӏа даккха,,ingush_dictionary_full.txt
перелётные,Ӏа да́ккха кхычахьа дӀауха,,ingush_dictionary_full.txt
зимовать,Ӏа да́ккха,,ingush_dictionary_full.txt
прозимовать,Ӏа да́ккха,,ingush_dictionary_full.txt
зимовка,Ӏа да́ккхар,,ingush_dictionary_full.txt
нарывать,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
копиться,Ӏа́,,ingush_dictionary_full.txt
натечь,Ӏа,"*сущ. *зима *глаг. *собраться (скопиться) *местоим. *ты (тобой, эргатив.пад.от ""ты""",ingush_dictionary_full.txt
1) насытиться; 2) удовлетвориться,Ӏаба,,ingush_dictionary_full.txt
удовлетвориться,Ӏаба,,ingush_dictionary_full.txt
выплакаться,Ӏаббалца делха,,ingush_dictionary_full.txt
наговориться,Ӏаббалца дувца,,ingush_dictionary_full.txt
абсида (две точки эллиптического пути планеты,Ӏабсид,,ingush_dictionary_full.txt
рогатка (для метания камней),Ӏад,,ingush_dictionary_full.txt
рогатка,Ӏад,,ingush_dictionary_full.txt
смычок,Ӏад,,ingush_dictionary_full.txt
